name,description,date,views,comments
«Заведите привычку учить что-то каждый день»,"Старший разработчик в Recall Masters Александр Захаров — о пути в программирование, первой зарплате и возможностях искусственного интеллекта",18 августа 2021,9457,2
"«Если откликалось 一 развивался, если нет 一 шёл дальше»","Дмитрий Васин, agile-коуч и преподаватель GeekBrains, — о проектах, внедрении гибкой методологии и важности soft skills",18 августа 2021,4850,0
«Невероятно 一 разбираешься и строишь что-то своими руками»,"Евгений Абумов, преподаватель GeekSchool, — о робототехнике, конкурсных проектах учеников, типичных ошибках и мире будущего",17 августа 2021,3565,1
"«Даём базу, которая позволит легко меняться вслед за рынком»","Ильнар Шафигуллин, директор по методологии обучения GeekBrains, — о новой программе обучения «Разработчик» для начинающих специалистов",17 августа 2021,6414,3
"«Наша задача — помочь человеку понять, что ему нравится»",CEO Skillbox Дмитрий Крутов — о ключевых отличиях программы «Разработчик» и важности осознанного выбора профессии,16 августа 2021,4646,0
«Совмещение знаний и опыта делает тебя профессионалом» ,"В интервью Александр Волчек, CEO GeekBrains, рассказал о принципах обучения, вариативности профессии разработчика и трудоустройстве",16 августа 2021,5021,0
Путь PHP-разработчика,Что и в каком порядке изучить начинающему PHP-разработчику? Узнаете из пошагового плана от преподавателя PHP Ильи Зобенько,16 августа 2021,20413,7
«Здорово оживлять персонажей и придумывать целый мир»,"Евгения Горская рассказала, чем занимается аниматор, почему ей нравится преподавать детям и за что любит свою профессию",15 августа 2021,4429,2
«Я нашёл свой ключ к профессии — делать продукты человечнее»,"Иван Самсонов, продакт-менеджер ВКонтакте, — о пути от идеи продукта до результата и способности всё успевать",14 августа 2021,4404,3
"«Надо сделать первый шаг, и всё получится»","Василий Нелюдов, инженер по обеспечению качества, делится своим опытом перехода в IT из юриспруденции и советами начинающим тестировщикам",14 августа 2021,3545,2
"«Вдохновляюсь тем, что продукт используют миллионы людей»","Продакт-менеджер GeekBrains Ярослав Карасёв — о профессии, команде и методологиях управления",13 августа 2021,3998,0
«Самое сложное в начале пути — это начать»,"Фронтенд-разработчик в GeekBrains Алексей Афанасьев — о начале карьеры, первых сложностях, команде и развитии в JavaScript",13 августа 2021,3787,2
"«Мне казалось, что разработка 一 это совсем не моё»","Наталия Максимова, преподаватель Android- и Java-разработки в GeekSchool, — о первых шагах в IT, преподавании и образе жизни",12 августа 2021,4703,0
«Системный аналитик не имеет права на ошибку»,"Полина Хомякова, системный аналитик в GeekBrains, — о самом важном в профессии, сложностях и мотивации",12 августа 2021,4834,0
Саунд-дизайн: как и где научиться писать музыку,"Преподаватель на курсе саунд-дизайна в GeekBrains Александр Чаткин ответил на частые вопросы тех, кто хочет связать себя с дизайном звука",12 августа 2021,10302,1
"«На любимой работе сбывается всё, чего я хотела»","Менеджер продукта в GeekBrains Екатерина Тиханкина — о пути в профессию, совмещении учёбы и работы, сложностях и первой работе в IT ",11 августа 2021,7101,4
"«Нужны упорство, терпение и как можно больше практики»","Владлена Бонк, инженер по тестированию в Лаборатории Касперского, — о пути в профессию, переезде в Москву и буднях тестировщика",11 августа 2021,3354,0
«Нужно задавать как можно больше вопросов»,Менеджер по развитию бизнеса в Softline Станислав Быков рассказывает о переходе от продажи воды к влиянию на IT-продукт,09 августа 2021,5324,0
"Скан фото на iPhone, аналог TikTok от Яндекс, VR от Facebook",Видеодайджест GekkBrains от 9 августа,09 августа 2021,1949,1
"Больше, чем знания. Что ещё получают студенты GeekBrains","Каждый студент GeekBrains становится участником целого сообщества. Рассказываем, что это значит и чем полезно  ",09 августа 2021,4126,6
«Работа программистом в IT — почти каждый день творчество»,Технический директор GeekBrains Андрей Вельгушев рассказывает о своём пути в IT и роли упорства,05 августа 2021,4120,3
Кодстайл HTML — правила хорошего тона при вёрстке,"Пишем код, с которым удобно работать и приятно читать",04 августа 2021,12970,1
"«Я учусь на работе, после и перед работой. И это круто»","Никита Чураков, тимлид команды разработки GeekBrains, — о том, как развиваться в IT и использовать рабочие скиллы в жизни",03 августа 2021,5876,1
«Обучение как наркотик. Если не узнаю новое — мозг закисает»,"В GeekBrains Ильнар Шафигуллин — человек, который учит учить. В этом материале узнаете, чем он занимается на работе и в жизни",03 августа 2021,4492,0
"«На моём телефоне появилось то, что я сделал сам»","Георгий Валиев — о том, как всего за год с нуля выучиться на Android-разработчика и получить оффер от Umbrella IT до завершения курса
",03 августа 2021,25238,7
"Электрическое аэротакси, Windows 11, присяжные в VR-очках",Видеодайджест GeekBrains от 2 августа,02 августа 2021,1962,0
«В рисовании для меня главное — простота»,"Поговорили с 12-летней Ульяной Шевченко, которая создаёт крутейшие анимационные работы",02 августа 2021,7555,0
Облегчаем жизнь Android-разработчика c помощью Tools,Разбираем возможности Android Tools на практических примерах,30 июля 2021,5623,1
"Не понимал слов в описании вакансий — значит, пора учиться","Выпускник факультета продакт-менеджмента Всеволод Некрасов — о хакатонах, менторстве и опыте создания работающего IT-продукта в рамках учебы",29 июля 2021,14411,1
Творческим ребятам: разбираем основы компьютерной графики,"Руководитель GeekSchool Даша Голованова рассказала об отличиях растровой графики от векторной на примерах работ учеников онлайн-школы
",27 июля 2021,20641,0
"Музей мемов, регенерирующийся экран, семейная соцсеть",Видеодайджест GeekBrains от 26 июля,26 июля 2021,2321,0
GitHub: работа с ветками и коммитами,Разбираем ключевые возможности GitHub — работу с ветками и коммитами.,23 июля 2021,84193,0
Игровой аналитик: чем занимается и как им стать ,В чем суть работы и какие навыки пригодятся — разбираемся с деканом факультета игровой аналитики Алексеем Филатовым,22 июля 2021,9579,0
Язык программирования FOCAL,"Интерпретатор, который чуть не победил BASIC",21 июля 2021,6292,2
"«Всегда хотелось быть тем, кто обеспечивает безопасность»","Александр Фурсенко — о навыках интернет-разведки, SQL-инъекциях, совмещении школы и GeekSchool",20 июля 2021,19244,0
Android 12: что нового увидят пользователи и разработчики ,"Обозреваем новинки, представленные на конференции Google I/O 2021",20 июля 2021,5454,0
"«Особый интерес появился, когда стали занимать 1-е места»","Максим (10 лет), Диана (11 лет) и отец ребят Дмитрий поделились с GeekBrains впечатлениями, вдохновением, советами и планами.",19 июля 2021,8801,0
"Новая зарядка от Apple, анонс FIFA 22,  срок за фотошоп",Видеодайджест GeekBrains от 19 июля,19 июля 2021,2328,0
Александр Волчек — о будущем профессий и онлайн-образования,"Какие профессии будут популярными через пять лет, что ждёт онлайн-образование — об этом CEO Gekbrains рассказал в интервью «Известиям»",16 июля 2021,2093,2
Такая разная аналитика: как выбрать своё направление,Узнаем больше о восьми востребованных аналитических специальностях,15 июля 2021,27352,4
Больше идей! Техники устранения творческого ступора,Как дизайнеру перестать бояться «белого листа» и начать генерить идеи,14 июля 2021,7494,3
"Реклама в космосе, новые светофоры, огромный 3D кот",Видеодайджест GeekBrains от 12 июля,13 июля 2021,2995,1
Как рассчитать юнит-экономику продукта с помощью орков,Юнит-экономика простыми словами на примере компьютерной игры,12 июля 2021,5634,2
Системный аналитик: чем занимается и как им стать ,"Кто такой системный аналитик, в чём ценность и сложность его работы и какие навыки упрощают старт карьеры",09 июля 2021,40186,1
Три подхода к проектированию локаций,"Создаём окружение от игровых механик, от архитектуры, от сюжета
",08 июля 2021,9990,1
От сисадмина до DevOps Сбера: истории студентов GeekBrains,"Участники курса по DevOps-разработке получили работу в одном из крупных банков России. Молодые люди рассказали нам, как им это удалось.",06 июля 2021,7047,3
"Александр Волчек: GeekBrains, программирование",Выступление Александра Волчека в сообществе предпринимателей «Эквиум»,06 июля 2021,10418,9
"Первый полет автомобиля, телефон с дроном, запуск Starlink",Видеодайджест GeekBrains от 5 июля,05 июля 2021,3698,3
GeekExperts Meetup: итоги встречи с экспертами,"В середине июня мы собрались с нашими экспертами на GeekExperts Meetup. Рассказываем, как это было.",05 июля 2021,3390,7
GitHub: настройка и первая публикация проекта,"Продолжаем подробно разбирать, как начать работу в GitHub",01 июля 2021,64201,8
"Новый Windows 11, суперкомпьютер Tesla",Видеодайджест GeekBrains от 30 июня,30 июня 2021,5043,1
Питч с инвесторами MediaSoft,"Студенты GeekBrains рассказали о своих проектах, поделились опытом питчинга и впечатлениями от общения с инвесторами",30 июня 2021,9492,0
Путь fullstack разработчика из Новгородской области в Лондон,"Николай Норкин — о переезде, работе в Лондоне и учёбе в GeekBrains",29 июня 2021,4333,10
"«Нужен был неоспоримый аргумент, чтобы творить добро»","Анна Тесля — о пути в бизнес-анализ и том, как успевает кучу дел: работа в театре, учёба, проекты, цигун и не только.",28 июня 2021,5383,0
Что такое Agile,Разбираем ещё один термин из мира IT,28 июня 2021,5671,5
"Слив Windows 11, анонс Forza Horizon 5, наушники-алкотестер",Видеодайджест GeekBrains от 23 июня,23 июня 2021,5158,6
Почему хакатоны — отличный способ прокачать навыки,"Где оттачивать умения с курсов? Конечно, на практике! Так и поступили наши студентки — поучаствовали в хакатоне «Стартап Академии Сколково» ",17 июня 2021,7709,0
«Создала дизайн для линейки косметики из 30+ продуктов»,"Виктория Непринцева делится, как нашла крупный заказ уже в первой четверти факультета графического дизайна",14 июня 2021,10256,4
"Обновления Apple и Яндекса, война против Илона Маска",Видеодайджест Geekbrains от 14 июня,14 июня 2021,5359,1
"«Теперь работа приносит не только деньги, но и удовольствие»","Илья Фёдоров, генеральный директор в пищевом производстве, нашёл призвание в дизайне и открыл свою студию",11 июня 2021,7910,0
"Работа с проектом: этапы, особенности и артефакты","Из каких этапов состоит проект, что такое артефакты и как их собирать, какие бывают заказчики и зачем нужна матрица RACI",10 июня 2021,40799,0
"Что нужно, чтобы стать data-аналитиком",Разбираемся в этом вопросе в новом выпуске подкаста GeekBrains «Выхожу с понедельника»,09 июня 2021,14011,2
Что такое валидация,"Разбираемся, что такое валидация и зачем она нужна",08 июня 2021,6237,3
Кто победитель конкурса «Как приручить карьеру»,"Раскрутили колесо фортуны — читайте, кому она улыбнулась (внутри стартер-пак для начала обучения)",07 июня 2021,3702,0
"Зарядка Xiaomi за 8 минут, дрон-убийца",Видеодайджест Geekbrains от 7 июня,07 июня 2021,4458,1
Кто и как управляет проектами в строительстве,Рассмотрим особенности и перспективы профессии руководителя проекта в строительстве,04 июня 2021,27108,0
"Как эффективно управлять задачами, когда их десятки тысяч","Рассказываем о том, как в GeekBrains внедряли систему управления бизнесом «Мегаплан» ",03 июня 2021,5703,1
«Главная мотивация к учёбе и развитию — моя семья»,"Бизнес-тренер, политтехнолог, маркетолог Светлана Крюкова делится опытом обучения на платформе GeekBrains",03 июня 2021,8306,3
Что такое нейронные сети,"Объясняем, как работают нейронные сети и что они умеют делать",01 июня 2021,7071,4
"Беспилотное такси от Сбера, 100 млн рублей от TikTok",Видеодайджест Geekbrains от 31 мая,31 мая 2021,4490,2
Плюсы и минусы мессенджер-маркетинга,"Рассказываем, как работает продвижение товаров и услуг в мессенджерах и о его особенностях",28 мая 2021,12357,1
Как найти работу в мобильной разработке и не бояться Scrum,Инсайты с онлайн-митапа для студентов факультета Android-разработки с экспертами из Umbrella IT,26 мая 2021,7521,2
"Android 12, ИИ для диагностики COVID, конференция GeekBrains",Видеодайджест Geekbrains от 25 мая,25 мая 2021,5470,1
Что такое базы данных,"Короткий и простой видеоролик о том, что такое базы данных, как они работают и для чего нужны",24 мая 2021,8713,5
Терминал: необходимый минимум команд для начала работы,Основные и полезные команды для работы в терминале — начинающим разработчикам,21 мая 2021,34056,0
"«Получил шикарный оффер от Сбера, собираю вещи в Москву»","Станислав Белых делится своей историей и полезным опытом, полученным на пути в iOS-разработку",20 мая 2021,11391,17
"«Не боюсь молодёжи, а хочу научиться тому, что они умеют»","Оксана Лавриненко рассказала, как сменила профессию в 50 лет и выучилась на проджект-менеджера",19 мая 2021,7633,7
Как проходит собеседование мобильного разработчика,"Делится опытом Александр Аникин, декан факультета Android-разработки GeekBrains",18 мая 2021,10686,3
"Илон Маск обвалил биткоин, турнир Dota 2, ГОСТ для ИИ",Видеодайджест Geekbrains от 17 мая,18 мая 2021,3769,3
Выпускники GeekBrains победили на Moscow Travel Hack,"Команда MAD Team, в которую вошли Юлия Тихонова и Глеб Нужнов, предложила лучшее решение для поиска и планирования развлечений для туристов",17 мая 2021,8580,0
"Почему люди боятся поменять профессию, и как с этим бороться","Рассказываем о пяти причинах, из-за которых люди работают на нелюбимой работе и ничего не меняют",17 мая 2021,9949,6
Цифровая грамотность — must have среди навыков,Что это такое и какую роль она играет в работе сегодня и в будущем ,16 мая 2021,15202,2
"Три сценария смены профессии: хороший, плохой и идеальный","О стратегиях профессионального развития и о том, почему именно сейчас самый подходящий момент задуматься о смене профессии",16 мая 2021,6203,3
«Хочу перейти в digital»: инструкция по смене профессии,"Пять шагов, чтобы выбрать для себя подходящую профессию в digital ",15 мая 2021,6057,3
Кто и как создаёт IT-продукт. Часть 2: разработчики и другие,"Продолжаем знакомить вас с основными профессиями в digital
",15 мая 2021,5946,4
"«Всё, что не убивает, попадает в моё портфолио»","Валерия Барейко о пути в продакт-менеджмент через дизайн, мониторах с плохой цветопередачей и любви к социальному предпринимательству",14 мая 2021,8791,0
Кто и как создаёт IT-продукт. Часть 1: менеджеры и дизайнеры,Знакомим с основными профессиями в digital,14 мая 2021,7650,4
Как попасть в digital: новые правила игры в трудоустройстве,Почему digital меняет мир и как специалисту найти в нём своё место,14 мая 2021,5122,10
Как начинающему дизайнеру собрать портфолио мечты,Советы по работе с портфолио от графического дизайнера Ксении Дарчии,13 мая 2021,16140,1
Дивный новый цифровой мир,"Чем вызвана цифровизация в России и мире, какие бывают digital-компании и продукты",13 мая 2021,6139,8
"Как люди создают технологии, а технологии меняют жизнь",Как изменился мир под влиянием новых технологий и какие отрасли и продукты будут востребованы в ближайшем будущем,13 мая 2021,14765,31
Как составить SMM-стратегию и поставить цели и задачи,"Что такое SMM-стратегия, как она работает и из каких целей и задач бизнеса складывается",11 мая 2021,35893,1
"«Пора учиться!» или 4 истории о том, как приходит озарение","Делимся историями наших студентов, решившихся поменять профессию, и ждём в комментариях ваши примеры",06 мая 2021,13397,0
Инструментально-библиотечный рай — Ruby on Rails,"Почему язык Ruby и фреймворк Ruby on Rails используют как стартапы, так и tech-гиганты",06 мая 2021,8886,1
"«Караул, украли текст!»: как отстоять контент в интернете","Рассказываем о реальных способах борьбы с копипастерами в диджитал-пространстве

",05 мая 2021,3932,0
"Как работает дизайн-студия, которую создал фотограф","В 2 выпуске нового сезона подкаста GeekBrains «Выхожу с понедельника» — основатель дизайн-студии Сергей Чирков

",30 апреля 2021,9596,1
Как быть хорошим менеджером и не разочаровать команду,"Рассказывает Катя Никерина, продакт-менеджер Mail.ru Group

",30 апреля 2021,6221,0
Soft skills и hard skills: разбираем на примерах,"Объясняем простыми словами, что такое soft и hard skills, зачем они нужны в работе и почему так важно развивать «мягкие» навыки сегодня",29 апреля 2021,23956,8
«Мой особый вид удовольствия — доводить проекты до конца»,"Андрей Забусов о пути к роли проджект-менеджера, любви к работе и важности отдыха",27 апреля 2021,17095,0
Заменим ли ArchiCAD для дизайнеров интерьера и архитекторов,Рассказываем об особенностях ArchiCAD и сравниваем с другими программами для архитекторов и дизайнеров,26 апреля 2021,20505,0
Работа с продуктовой командой: часть вторая,"С какими проблемами сталкивается продакт на новом месте, что такое экологичный менеджмент и почему нужно улучшать продукт, а не сотрудников",23 апреля 2021,9390,0
Как стать IT-юристом в цифровой компании,Рассказываем про специфику профессии и одноимённый курс GeekBrains,22 апреля 2021,22304,1
"«Найти время на учёбу и семью легко, если знаешь цели»","Илья Соловьёв программировал давно, а после учёбы в GeekBrains стал middle-разработчиком Python",22 апреля 2021,8628,3
Гибкие методы разработки ,"Принципы и цели Agile, как устроен Scrum и зачем его применять

",20 апреля 2021,13928,2
Что делать с конфликтами,Пять стратегий конфликтологии для решения проблем,16 апреля 2021,16150,7
Как студенты-тестировщики получают опыт работы с Test IT,"О том, как устроен командный проект на факультете ручного тестирования, какие навыки и знания он даёт и как студенты находят работу ",15 апреля 2021,15478,4
Служба поддержки: работа на время или призвание на всю жизнь,Новый сезон подкаста «Выхожу с понедельника» ,14 апреля 2021,9335,6
«В геймдеве ты видишь результаты своего труда»,Андрей Романенко сменил специальность с сервис-инженера на разработчика игр и нашёл работу в новой компании,13 апреля 2021,11336,0
Бесплатные виртуальные инструменты для саунд-дизайна,"Подборка бесплатных виртуальных программ, библиотек и плагинов для написания музыки и работы со звуком",12 апреля 2021,31012,0
Как начать карьеру в геймдеве и покорить вершины,"Отвечаем на вопросы с конференции «Gamedev: хороший, плохой, злой»",09 апреля 2021,20660,5
«Обучение спасло меня от синдрома самозванца»,Михаил Афанасьев — о пути от моряка-программиста до проджект-менеджера в геймдеве,08 апреля 2021,14858,0
Как написать чистый код для Android,"Прежде чем начать писать код, нужно научиться понимать, как им управлять и делать его масштабируемым",07 апреля 2021,10971,6
Экспресс-погружение в интернет-маркетинг ,"Рассказываем об основных концепциях маркетинга, которые пригодятся при составлении стратегии или работе с рекламными каналами",06 апреля 2021,17424,0
Фулстек-дизайнер — один мастер на все руки,Тяжело или полезно быть фулстек-дизайнером в современном мире,05 апреля 2021,12048,0
Выиграть хакатон: запускаем курс по спортивному Data Science,"Если вы мечтаете участвовать в состязаниях по анализу данных и машинному обучению, то этот курс — отличный старт",02 апреля 2021,8814,0
«Сразу после учёбы получила 4 предложения работы»,"История Антонины Трошиной, которая сменила специальность финансового менеджера на интернет-маркетолога, а затем стала продюсером курсов",02 апреля 2021,18482,3
Стартует набор на факультет коммерческой иллюстрации,"Обучаем основам и инструментам иллюстрации и рассказываем, как устроена индустрия и как найти свой стиль
",01 апреля 2021,11722,0
Кто такие BI-разработчики,"В чём суть BI-разработки и какие знания нужны, чтобы начать работать в этой области, рассказывает Димитрий Щербенко",31 марта 2021,18181,2
Работа с продуктовой командой,"Какие роли входят в разные типы продуктовых команд, как взаимодействует с участниками продакт-менеджер, где искать специалистов",30 марта 2021,19152,1
"«Мир меняется всё быстрее, нужно соответствовать реалиям»","Александр Вайншток рассказывает о профессии аналитика и о том, в чём ему пригодилась учёба на факультете искусственного интеллекта",29 марта 2021,17537,0
Как выбрать специальность в дизайне,"О том, как найти свой путь в дизайне и заниматься каждый день любимым делом",25 марта 2021,12814,0
"«На собеседовании сказал: не всё умею, возьмите за полцены»","История Игоря Черепанова, который в 36 лет начал с нуля и выучился на продакт-менеджера",24 марта 2021,15658,8
Как устроен и работает GitHub,"Один из самых популярных хостингов для проектов среди разработчиков

",23 марта 2021,43849,22
Minecraft: основы программирования. Курс для детей 8–11 лет,Будущее из кубиков: обучаем школьников основам программирования с помощью Minecraft,22 марта 2021,34197,1
Открываем факультет ручного тестирования,"Обучаем специалистов, которые обеспечивают стабильность цифрового мира",18 марта 2021,11304,5
Как маркетологу справиться с профессиональным выгоранием,"О причинах выгорания у маркетологов и о том, как выйти из этого состояния",17 марта 2021,16381,1
Мы запускаем факультет 1С-разработки,Обучение одной из самых востребованных IT-профессий в России,16 марта 2021,12284,51
Как получить работу в тестировании и вырасти в специалиста,"Про самообучение, собеседования, опыт изучения JS и стажировку в GeekBrains",12 марта 2021,30336,10
Как работают оптимизаторы SQL-запросов в Mediascope,О методах и целях оптимизации — по мотивам митапа,11 марта 2021,8955,0
О карьере дата-специалистов: от аналитиков до разработчиков,"О требованиях к новичкам, ошибках на собеседованиях и будущем индустрии — отвечает Mediascope",11 марта 2021,12202,1
Как Kanban помогает в адаптации сотрудников,Рассказываем о преимуществах Kanban для HR-департаментов,08 марта 2021,9950,0
Что такое MVP и как к нему подступиться,Подкаст «Выхожу с понедельника» — выпуск 24,05 марта 2021,12872,0
Обновляем программу обучения для менеджеров по продажам,"Декан Максим Вавилов — о том, что и зачем появилось в курсах будущих сейлзов",04 марта 2021,9867,0
BI-системы: что это и зачем они нужны бизнесу,Вникаем в основы бизнес-аналитики,04 марта 2021,26619,1
Как организована работа с данными в Mediascope,"О платформе, архитектуре, ролях и процессах — по мотивам митапа с GeekBrains",03 марта 2021,16130,0
Триггеры доверия на сайте: работающие элементы и принципы,Какой контент вызывает у клиента доверие к компании и продукту,03 марта 2021,13433,1
Как и почему стоит начать работать с Figma,Изучаем преимущества инструмента и начинаем работу с цветами,03 марта 2021,18570,0
UI-дизайнер: подробно о профессии дизайнера интерфейсов,Кто такой дизайнер интерфейсов и чем он занимается,02 марта 2021,18316,0
Быстрый старт в диджитал-маркетинге,Разбираем доступные сценарии в 23 выпуске «Выхожу с понедельника»,01 марта 2021,13749,0
Как защитить Windows: системный подход,Структурируем и настраиваем меры защиты на разных этапах,26 февраля 2021,12312,0
«Любовь и онлайн-голуби» — делаем валентинки с GeekBrains,"Раздаём 9 инструкций ко Дню всех влюблённых, большие скидки и PlayStation 5",26 февраля 2021,11955,0
"«После Scratch поняла, что не хочу бросать программирование»","Полина Седакова — о своих учебных проектах и финальной игре, ремейке Pacman",25 февраля 2021,20366,2
Что такое MVP и зачем его делать,"Рассказываем на примерах о minimum viable product и том, как его создают
",25 февраля 2021,16805,2
Как монетизировать Android-приложения в Play Market,Даже бесплатное приложение может приносить регулярный доход,25 февраля 2021,36494,4
Архитектор информационных систем — новая профессия,Как развиваться состоявшемуся разработчику,24 февраля 2021,9452,1
«Дизайн — инструмент для изменения мира»,"Елизавета Красавина — о своём пути из аналитической химии в дизайн, проектах и правилах профессионального развития",20 февраля 2021,30522,0
Что нужно знать IoT-разработчику,Подкаст «Выхожу с понедельника» — выпуск 21,19 февраля 2021,10706,3
"Разбираемся в типах Kotlin — Unit, Nothing, Any (и null)",А также проводим аналогии с Java,18 февраля 2021,44876,0
Как продвигать игры в социальных сетях,"Советы по работе с сообществами как до, так и после релиза

",18 февраля 2021,14399,1
Что должен знать и уметь ландшафтный дизайнер,"Рассказываем, что значит ландшафтный дизайн и зачем он нужен",17 февраля 2021,14300,0
Почему нельзя пренебрегать охраной труда,Как и зачем строить ответственный бизнес,16 февраля 2021,8909,6
"«От всего сердца» GeekBrains: курсы, скидки и другие подарки","Увеличенные скидки, фирменная атрибутика и отдых в самых необычных отелях страны",15 февраля 2021,11168,0
8 лайфхаков для запуска продукта параллельно работе,"Как запустить свой продукт, если с 9 до 6 ты на работе? Рассказывает директор по продукту «Альфа-Банка»",12 февраля 2021,12116,4
 GeekBrains открывает набор на факультет BI-разработки,"Разбираемся, что такое BI и зачем это вообще нужно",12 февраля 2021,6873,1
Кто работает с большими данными: о проектах и инструментах,Подкаст «Выхожу с понедельника» — выпуск 20,12 февраля 2021,6794,0
Руководитель проектов в строительстве — новый факультет,Разбираемся в особенностях профессии и карьерных перспективах для выпускников,12 февраля 2021,9091,3
"«Казалось, не хватит опыта, что я получала в течение года…»","Юлия К. — о том, как сменить два языка на два игровых проекта",11 февраля 2021,23773,0
Какие вопросы задают на собеседовании Android-разработчику,Перечисляем важные темы и даём практические советы,10 февраля 2021,39378,0
#яучусьвgeekbrains: лучшие истории наших студентов,Подводим итоги конкурса в Instagram,10 февраля 2021,4941,2
Видеомаркетинг — новый факультет GeekBrains,"Рассказываем, кто такой видеомаркетолог, чем он занимается и сколько зарабатывает",10 февраля 2021,11731,0
Нулевой дизайн: выход за пределы интерфейса,Что будет дальше?,09 февраля 2021,9161,2
Первый онлайн-выпускной в GeekBrains: факультет ИИ,Рассказываем об итогах двухлетнего обучения и о возможностях для выпускников,09 февраля 2021,5536,8
HR-аналитик — «профессия настоящего» теперь и в GeekBrains,Как управлять талантами и бизнесом с помощью данных и автоматизированных систем,08 февраля 2021,7230,0
Трафик-менеджмент — новый факультет GeekUniversity,"Рассказываем, что это за профессия, как строится обучение и какие карьерные возможности оно открывает",05 февраля 2021,11587,0
Коммерческая фотография — новый факультет в GeekUniversity,Учим фотографов-любителей и профессионалов извлекать прибыль из своего увлечения,05 февраля 2021,10804,0
«Из 100% откликов на вакансии офферы получил в 3% случаев»,"Кирилл Коренчук — о пути в проектный менеджмент, здоровой мотивации и нюансах составления резюме",05 февраля 2021,25116,0
Как проводятся хакатоны в юните управления GeekBrains,Подкаст «Выхожу с понедельника» — выпуск 19,04 февраля 2021,5227,0
Открываем курс для 2D-художников в игровой разработке,Графический планшет + чувство прекрасного + курс от GeekBrains = ваше место в игровой студии,04 февраля 2021,7133,0
